n_agents,num_drones,num_dogs,max_hops,Budget_m,Coverage_ratio,Prob_covered_ratio,Overlap_ratio,Victims_pct,Area_km2,Path_length_km,Likelihood,TD_Score,Time_first_victim,Efficiency_ratio,Latency,Elapsed_s,Algorithm,Seed,N,Budget_per_agent_km
3,2,1,1.0,166666.66666666666,0.021386532710379838,0.08545420044816363,0.11044710048694112,9.0,4.258578830829501,460.0551261480556,0.041803713887929916,0.002244728094524876,16.0,0.8895528995130588,3371.107536169294,2.9,Swarm_3,42,3,166.66666666666666
3,3,0,,166666.66666666666,,,,20.5,13.681583380735999,500.0,0.12412932186407587,0.00169387721829761,,,,5.5,Greedy,42,3,166.66666666666666
3,3,0,,166666.66666666666,,,,28.499999999999996,33.1442925458231,500.0,0.13696027588728646,0.00046408528961049676,,,,2.2,Spiral,42,3,166.66666666666666
3,3,0,,166666.66666666666,,,,35.5,32.79105922769445,500.00000000000074,0.20589104081764592,0.0008938950715744824,,,,0.9,Pizza,42,3,166.66666666666666
3,2,1,1.0,166666.66666666666,0.021375889996913613,0.08547735936414076,0.10891748003549245,8.5,4.256061671756811,459.7733613422756,0.04186640679836273,0.0022409828085128303,12.0,0.8910825199645075,3375.39025974026,8.5,Swarm_3,123,3,166.66666666666666
3,3,0,,166666.66666666666,,,,28.499999999999996,18.80532089003695,499.99999999999955,0.15568545565981215,0.0016705082248495908,,,,23.1,Greedy,123,3,166.66666666666666
3,3,0,,166666.66666666666,,,,27.0,33.1442925458231,500.0,0.13696027588728646,0.00046408528961049676,,,,3.0,Spiral,123,3,166.66666666666666
3,3,0,,166666.66666666666,,,,46.5,32.79105922769445,500.00000000000074,0.20589104081764592,0.0008938950715744824,,,,0.4,Pizza,123,3,166.66666666666666
3,2,1,1.0,166666.66666666666,0.021370568640180502,0.08547389612980309,0.10913930789707187,8.0,4.256236078378214,459.79583121011376,0.041869115084409714,0.002244730559016976,1.0,0.8908606921029282,3375.5732525427397,16.1,Swarm_3,456,3,166.66666666666666
3,3,0,,166666.66666666666,,,,33.0,16.949223936529986,500.0000000000002,0.16241572559191164,0.0018638702227687664,,,,13.5,Greedy,456,3,166.66666666666666
3,3,0,,166666.66666666666,,,,28.499999999999996,33.1442925458231,500.0,0.13696027588728646,0.00046408528961049676,,,,1.2,Spiral,456,3,166.66666666666666
3,3,0,,166666.66666666666,,,,43.5,32.79105922769445,500.00000000000074,0.20589104081764592,0.0008938950715744824,,,,1.2,Pizza,456,3,166.66666666666666
5,3,2,1.0,100000.0,0.027335809537999807,0.11678252892559571,0.38830673969992857,8.5,5.122138747243298,455.8114062531063,0.056243665516376495,0.0022722130807672505,16.0,0.6116932603000714,2239.967479674797,22.1,Swarm_5,42,5,100.0
5,5,0,,100000.0,,,,23.0,15.378972468963308,499.9999999999993,0.1326108185059994,0.0020077561501398284,,,,15.0,Greedy,42,5,100.0
5,5,0,,100000.0,,,,30.5,33.151101460832784,499.9999999999998,0.13513656921665185,0.0004627592819281773,,,,1.8,Spiral,42,5,100.0
5,5,0,,100000.0,,,,35.5,32.55850596222095,499.9999999999994,0.20434714324239675,0.0013149308163302683,,,,1.2,Pizza,42,5,100.0
5,3,2,1.0,100000.0,0.025920328646991838,0.12054217078444156,0.39982750123213406,12.0,5.207927856841862,460.34150164872045,0.06181083619594574,0.00227352102942382,12.0,0.6001724987678659,2256.885961214165,21.7,Swarm_5,123,5,100.0
5,5,0,,100000.0,,,,30.0,14.856067056175227,500.00000000000017,0.13801648386152796,0.0017255325009720816,,,,9.6,Greedy,123,5,100.0
5,5,0,,100000.0,,,,25.0,33.151101460832784,499.9999999999998,0.13513656921665185,0.0004627592819281773,,,,1.2,Spiral,123,5,100.0
5,5,0,,100000.0,,,,46.5,32.55850596222095,499.9999999999994,0.20434714324239675,0.0013149308163302683,,,,0.4,Pizza,123,5,100.0
5,3,2,1.0,100000.0,0.02592565000372495,0.12066131902536223,0.40036923076923076,13.0,5.199520484851382,460.2650131899349,0.06186714768409729,0.0022695375211289584,1.0,0.5996307692307692,2254.9065922493683,4.1,Swarm_5,456,5,100.0
5,5,0,,100000.0,,,,30.0,15.576612202157152,500.0000000000003,0.15315812523862865,0.00191115456526523,,,,23.1,Greedy,456,5,100.0
5,5,0,,100000.0,,,,31.0,33.151101460832784,499.9999999999998,0.13513656921665185,0.0004627592819281773,,,,3.0,Spiral,456,5,100.0
5,5,0,,100000.0,,,,43.0,32.55850596222095,499.9999999999994,0.20434714324239675,0.0013149308163302683,,,,1.4,Pizza,456,5,100.0
7,4,3,1.0,71428.57142857143,0.037632634816572835,0.1729407654585231,0.21535559747032065,17.0,7.5802895844587175,460.369628476069,0.08755510300397873,0.002212650120595106,27.0,0.7846444025296794,1072.3414813603663,5.3,Swarm_7,42,7,71.42857142857143
7,7,0,,71428.57142857143,,,,24.0,14.05370650533444,500.0000000000001,0.12649840739388962,0.002760413650065332,,,,28.2,Greedy,42,7,71.42857142857143
7,7,0,,71428.57142857143,,,,27.500000000000004,33.15789149202055,499.99999999999994,0.13186070088707566,0.00046273927432188806,,,,3.9,Spiral,42,7,71.42857142857143
7,7,0,,71428.57142857143,,,,35.0,32.34282685930436,499.9999999999994,0.20333277415357462,0.0013957604758133176,,,,1.2,Pizza,42,7,71.42857142857143
7,4,3,1.0,71428.57142857143,0.030645693425995893,0.13685259807648967,0.35212059849251887,15.0,5.932480755307115,458.3504707100816,0.06801589578390121,0.002212650120595106,31.0,0.6478794015074811,1075.0862382289774,19.9,Swarm_7,123,7,71.42857142857143
7,7,0,,71428.57142857143,,,,21.0,13.191550155888399,500.0,0.11034606363692977,0.002786405525750461,,,,4.5,Greedy,123,7,71.42857142857143
7,7,0,,71428.57142857143,,,,28.000000000000004,33.15789149202055,499.99999999999994,0.13186070088707566,0.00046273927432188806,,,,1.2,Spiral,123,7,71.42857142857143
7,7,0,,71428.57142857143,,,,46.5,32.34282685930436,499.9999999999994,0.20333277415357462,0.0013957604758133176,,,,0.3,Pizza,123,7,71.42857142857143
7,4,3,1.0,71428.57142857143,0.03067762156639457,0.13690578044612514,0.3518830803822372,13.5,5.938159964323123,458.36089938086917,0.0680941492319107,0.002212650120595106,1.0,0.6481169196177627,1075.3625711692384,3.7,Swarm_7,456,7,71.42857142857143
7,7,0,,71428.57142857143,,,,30.5,17.18698850527279,499.99999999999955,0.1621942477097387,0.0027720198426861627,,,,4.8,Greedy,456,7,71.42857142857143
7,7,0,,71428.57142857143,,,,24.5,33.15789149202055,499.99999999999994,0.13186070088707566,0.00046273927432188806,,,,1.2,Spiral,456,7,71.42857142857143
7,7,0,,71428.57142857143,,,,43.0,32.34282685930436,499.9999999999994,0.20333277415357462,0.0013957604758133176,,,,0.3,Pizza,456,7,71.42857142857143
10,6,4,1.0,50000.0,0.01808729153584998,0.08196586714978482,0.5162254483347566,5.5,3.4767613163897386,482.990934267633,0.03965064883232117,0.0022184380178564525,27.0,0.48377455166524336,1202.2198819211744,5.0,Swarm_10,42,10,50.0
10,10,0,,50000.0,,,,27.0,15.340065986022335,500.0,0.15204788796545085,0.0018926646935751238,,,,4.7,Greedy,42,10,50.0
10,10,0,,50000.0,,,,27.500000000000004,33.16806147594171,500.00000000000153,0.12727899446479793,0.0004641989093637728,,,,1.4,Spiral,42,10,50.0
10,10,0,,50000.0,,,,34.5,32.001207201670205,500.00000000000017,0.2011294630574583,0.001517839602623692,,,,0.3,Pizza,42,10,50.0
10,6,4,1.0,50000.0,0.030986260256915102,0.14572817285444536,0.5346067774936062,14.499999999999998,5.866873596467997,460.31616016549214,0.07118228822946548,0.0025809932850327263,21.0,0.46539322250639387,1037.366564664197,23.6,Swarm_10,123,10,50.0
10,10,0,,50000.0,,,,32.0,16.16776314785596,499.99999999999966,0.15540102844825324,0.0018491613874879736,,,,28.0,Greedy,123,10,50.0
10,10,0,,50000.0,,,,28.999999999999996,33.16806147594171,500.00000000000153,0.12727899446479793,0.0004641989093637728,,,,5.2,Spiral,123,10,50.0
10,10,0,,50000.0,,,,45.5,32.001207201670205,500.00000000000017,0.2011294630574583,0.001517839602623692,,,,1.0,Pizza,123,10,50.0
10,6,4,1.0,50000.0,0.030629729355796553,0.14066317317813157,0.5361431219276331,12.5,5.609229054428284,460.91860878732047,0.06771761178970337,0.0025863519044642506,1.0,0.4638568780723668,1009.8238766285563,22.0,Swarm_10,456,10,50.0
10,10,0,,50000.0,,,,27.0,15.660885305239054,499.99999999999943,0.136698001241454,0.0012063985994249689,,,,28.4,Greedy,456,10,50.0
10,10,0,,50000.0,,,,31.0,33.16806147594171,500.00000000000153,0.12727899446479793,0.0004641989093637728,,,,4.8,Spiral,456,10,50.0
10,10,0,,50000.0,,,,42.5,32.001207201670205,500.00000000000017,0.2011294630574583,0.001517839602623692,,,,1.1,Pizza,456,10,50.0
15,9,6,1.0,33333.333333333336,0.021780313108630177,0.10042110113180515,0.6163292088488939,5.5,3.909977967015961,466.74749148656764,0.047918930649757385,0.0022625529432416403,17.0,0.38367079115110614,942.0133463013995,24.3,Swarm_15,42,15,33.333333333333336
15,15,0,,33333.333333333336,,,,22.5,13.935144491299358,500.00000000000017,0.13821361937923207,0.0001970468688282405,,,,27.5,Greedy,42,15,33.333333333333336
15,15,0,,33333.333333333336,,,,21.5,33.18498197405698,500.0000000000008,0.1197469786461948,0.00046400273616686497,,,,6.0,Spiral,42,15,33.333333333333336
15,15,0,,33333.333333333336,,,,34.0,31.430492149576256,500.000000000001,0.1979361722651654,0.001576699896074646,,,,1.4,Pizza,42,15,33.333333333333336
15,9,6,1.0,33333.333333333336,0.02192931109715733,0.10043520016466487,0.6134146341463415,10.0,3.9437771319454655,467.66669246770635,0.04789735749363899,0.002273562345994801,17.0,0.38658536585365855,945.2864403114187,25.0,Swarm_15,123,15,33.333333333333336
15,15,0,,33333.333333333336,,,,35.0,15.133929338349946,500.00000000000045,0.15488914093064488,0.002925887050313878,,,,29.3,Greedy,123,15,33.333333333333336
15,15,0,,33333.333333333336,,,,25.5,33.18498197405698,500.0000000000008,0.1197469786461948,0.00046400273616686497,,,,5.3,Spiral,123,15,33.333333333333336
15,15,0,,33333.333333333336,,,,45.0,31.430492149576256,500.000000000001,0.1979361722651654,0.001576699896074646,,,,1.1,Pizza,123,15,33.333333333333336
15,9,6,1.0,33333.333333333336,0.02230180606847522,0.10277998922973024,0.6093036263633821,10.5,4.071994635350173,470.40647254847113,0.04920455813407898,0.0022735623459955562,1.0,0.39069637363661786,940.5160683576956,5.6,Swarm_15,456,15,33.333333333333336
15,15,0,,33333.333333333336,,,,21.5,13.265753513618458,500.00000000000045,0.12663400089855956,0.0028120499044332267,,,,4.3,Greedy,456,15,33.333333333333336
15,15,0,,33333.333333333336,,,,29.5,33.18498197405698,500.0000000000008,0.1197469786461948,0.00046400273616686497,,,,1.7,Spiral,456,15,33.333333333333336
15,15,0,,33333.333333333336,,,,41.5,31.430492149576256,500.000000000001,0.1979361722651654,0.001576699896074646,,,,0.3,Pizza,456,15,33.333333333333336
